activity_id,asset_id,timestamp,event_count,log_sources_active,network_events,authentication_events,status
ACT01890,AST11086,2026-08-24 02:00:00,625,3,223,81,Normal
ACT01891,AST13288,2026-08-18 02:00:00,800,6,154,40,Normal
ACT01892,AST05005,2026-08-13 21:00:00,821,5,277,124,Normal
ACT01893,AST05897,2026-08-09 08:00:00,1189,2,322,124,Normal
ACT01894,AST08000,2026-08-26 18:00:00,452,4,73,80,Normal
ACT01895,AST08428,2026-08-06 18:00:00,539,8,105,91,Normal
ACT01896,AST13758,2026-08-27 07:00:00,698,5,201,116,Normal
ACT01897,AST15408,2026-09-08 11:00:00,1489,3,640,236,Normal
ACT01898,AST15475,2026-09-01 11:00:00,490,5,212,16,Normal
ACT01899,AST04518,2026-09-03 07:00:00,1544,6,680,101,Normal
ACT01900,AST01021,2026-08-27 10:00:00,532,3,237,79,Normal
ACT01901,AST18448,2026-08-28 15:00:00,1106,8,190,156,Normal
ACT01902,AST10812,2026-09-06 22:00:00,1324,7,410,162,Normal
ACT01903,AST13142,2026-08-24 06:00:00,0,0,0,0,Silent
ACT01904,AST06945,2026-08-25 01:00:00,1190,5,256,137,Normal
ACT01905,AST17561,2026-08-13 19:00:00,497,6,173,75,Normal
ACT01906,AST16368,2026-08-20 20:00:00,1070,2,181,77,Normal
ACT01907,AST10685,2026-08-09 02:00:00,1016,2,173,108,Normal
ACT01908,AST21571,2026-08-17 15:00:00,468,4,138,41,Normal
ACT01909,AST04744,2026-08-20 08:00:00,832,3,174,24,Normal
ACT01910,AST01690,2026-08-07 07:00:00,1376,3,324,102,Normal
ACT01911,AST24274,2026-08-17 10:00:00,535,3,235,56,Normal
ACT01912,AST05400,2026-09-06 16:00:00,981,6,228,93,Normal
ACT01913,AST19535,2026-08-04 19:00:00,704,7,271,106,Normal
ACT01914,AST04285,2026-08-11 20:00:00,253,8,52,39,Normal
ACT01915,AST16691,2026-08-08 10:00:00,1062,5,414,165,Normal
ACT01916,AST11761,2026-09-01 03:00:00,377,6,142,27,Normal
ACT01917,AST07364,2026-09-06 01:00:00,1045,5,361,34,Normal
ACT01918,AST12131,2026-08-05 07:00:00,312,7,49,31,Normal
ACT01919,AST15932,2026-09-05 16:00:00,685,3,186,49,Normal
ACT01920,AST02249,2026-09-04 10:00:00,324,2,89,25,Normal
ACT01921,AST11755,2026-09-03 01:00:00,1674,3,530,81,Normal
ACT01922,AST08633,2026-09-04 03:00:00,935,6,303,63,Normal
ACT01923,AST04298,2026-08-10 03:00:00,746,6,251,107,Normal
ACT01924,AST08168,2026-08-09 04:00:00,415,5,139,64,Normal
ACT01925,AST19068,2026-08-26 15:00:00,419,2,102,43,Normal
ACT01926,AST14257,2026-08-07 13:00:00,701,7,285,41,Normal
ACT01927,AST15273,2026-08-03 23:00:00,271,8,89,21,Normal
ACT01928,AST24031,2026-08-20 22:00:00,542,7,117,84,Normal
ACT01929,AST03814,2026-08-21 18:00:00,1188,2,384,98,Normal
ACT01930,AST11665,2026-08-04 09:00:00,561,6,85,26,Normal
ACT01931,AST08769,2026-08-21 08:00:00,624,8,111,63,Normal
ACT01932,AST06251,2026-08-14 01:00:00,440,4,129,52,Normal
ACT01933,AST00449,2026-08-21 02:00:00,1746,5,688,272,Normal
ACT01934,AST12081,2026-08-22 09:00:00,274,2,110,23,Normal
ACT01935,AST12051,2026-09-07 23:00:00,368,3,97,12,Normal
ACT01936,AST23633,2026-08-05 08:00:00,556,2,241,56,Normal
ACT01937,AST14073,2026-09-08 17:00:00,861,8,135,151,Normal
ACT01938,AST02573,2026-08-22 18:00:00,605,8,104,41,Normal
ACT01939,AST04935,2026-08-30 13:00:00,1320,6,252,99,Normal
ACT01940,AST11794,2026-09-06 02:00:00,513,2,102,62,Normal
ACT01941,AST07432,2026-08-21 13:00:00,486,5,155,60,Normal
ACT01942,AST04270,2026-08-14 20:00:00,977,3,321,35,Normal
ACT01943,AST17528,2026-08-20 12:00:00,428,2,86,41,Normal
ACT01944,AST22346,2026-08-24 16:00:00,1117,3,486,190,Normal
ACT01945,AST12825,2026-08-02 23:00:00,514,3,160,80,Normal
ACT01946,AST14266,2026-08-02 01:00:00,265,3,48,19,Normal
ACT01947,AST15215,2026-09-03 22:00:00,991,2,230,41,Normal
ACT01948,AST06968,2026-09-07 10:00:00,463,4,133,48,Normal
ACT01949,AST11125,2026-08-06 12:00:00,297,8,80,51,Normal
ACT01950,AST23272,2026-08-03 06:00:00,409,7,159,18,Normal
ACT01951,AST19514,2026-08-18 10:00:00,583,5,257,39,Normal
ACT01952,AST23831,2026-08-09 14:00:00,688,2,305,81,Normal
ACT01953,AST18509,2026-08-13 03:00:00,514,6,191,86,Normal
ACT01954,AST15454,2026-08-26 01:00:00,718,3,312,105,Normal
ACT01955,AST17248,2026-09-01 17:00:00,508,8,186,81,Normal
ACT01956,AST19969,2026-09-08 12:00:00,1413,8,610,198,Normal
ACT01957,AST23331,2026-08-02 03:00:00,806,5,126,59,Normal
ACT01958,AST07063,2026-08-30 12:00:00,645,8,196,54,Normal
ACT01959,AST05574,2026-08-07 11:00:00,597,4,133,102,Normal
ACT01960,AST13833,2026-08-28 17:00:00,643,4,139,49,Normal
ACT01961,AST03405,2026-08-02 18:00:00,713,5,155,82,Normal
ACT01962,AST09820,2026-08-06 09:00:00,980,5,233,130,Normal
ACT01963,AST06075,2026-08-19 23:00:00,597,4,205,105,Normal
ACT01964,AST03420,2026-08-08 21:00:00,468,6,139,72,Normal
ACT01965,AST23386,2026-08-06 04:00:00,328,2,63,11,Normal
ACT01966,AST24517,2026-08-16 16:00:00,503,3,216,52,Normal
ACT01967,AST15231,2026-09-07 15:00:00,914,6,150,66,Normal
ACT01968,AST02504,2026-08-25 21:00:00,639,4,219,87,Normal
ACT01969,AST04947,2026-08-29 06:00:00,431,7,183,14,Normal
ACT01970,AST06122,2026-09-09 02:00:00,560,2,107,59,Normal
ACT01971,AST02863,2026-08-02 21:00:00,665,4,242,99,Normal
ACT01972,AST13938,2026-08-25 15:00:00,1102,8,360,82,Normal
ACT01973,AST19084,2026-08-02 14:00:00,864,3,148,87,Normal
ACT01974,AST02807,2026-08-29 20:00:00,409,4,70,49,Normal
ACT01975,AST02636,2026-09-09 00:00:00,323,4,95,40,Normal
ACT01976,AST04379,2026-08-13 23:00:00,326,6,50,23,Normal
ACT01977,AST19661,2026-08-11 20:00:00,773,6,199,55,Normal
ACT01978,AST09886,2026-08-16 00:00:00,321,7,73,18,Normal
ACT01979,AST02246,2026-08-28 05:00:00,893,3,224,48,Normal
ACT01980,AST13748,2026-08-01 11:00:00,473,6,84,44,Normal
ACT01981,AST03299,2026-08-03 01:00:00,832,8,245,109,Normal
ACT01982,AST01612,2026-08-01 16:00:00,479,7,126,65,Normal
ACT01983,AST02219,2026-08-01 17:00:00,458,2,124,22,Normal
ACT01984,AST22576,2026-08-23 15:00:00,388,2,158,31,Normal
ACT01985,AST18379,2026-08-25 07:00:00,1266,7,232,101,Normal
ACT01986,AST24903,2026-08-15 18:00:00,1171,7,454,170,Normal
ACT01987,AST01359,2026-08-11 21:00:00,938,6,372,31,Normal
ACT01988,AST06089,2026-09-01 17:00:00,1370,5,212,127,Normal
ACT01989,AST05466,2026-09-07 21:00:00,1497,4,455,203,Normal
ACT01990,AST15789,2026-08-03 18:00:00,479,3,134,39,Normal
ACT01991,AST14304,2026-09-01 23:00:00,857,7,194,37,Normal
ACT01992,AST16267,2026-08-30 21:00:00,347,4,141,40,Normal
ACT01993,AST04071,2026-08-07 20:00:00,540,5,207,23,Normal
ACT01994,AST09696,2026-08-15 17:00:00,608,5,116,39,Normal
ACT01995,AST08204,2026-09-09 18:00:00,784,5,276,79,Normal
ACT01996,AST07796,2026-08-15 22:00:00,667,3,231,50,Normal
ACT01997,AST24523,2026-08-25 19:00:00,1106,8,469,150,Normal
ACT01998,AST21323,2026-09-03 22:00:00,1239,4,300,196,Normal
ACT01999,AST04317,2026-08-09 21:00:00,901,7,400,96,Normal
ACT02000,AST08593,2026-08-27 13:00:00,1059,7,361,112,Normal
ACT02001,AST08438,2026-08-11 06:00:00,2262,8,452,208,Normal
ACT02002,AST11134,2026-08-17 23:00:00,1498,8,454,213,Normal
ACT02003,AST08047,2026-08-16 03:00:00,563,7,91,21,Normal
ACT02004,AST23432,2026-09-07 00:00:00,1608,8,464,138,Normal
ACT02005,AST18439,2026-08-27 11:00:00,528,8,139,20,Normal
ACT02006,AST04287,2026-08-10 21:00:00,368,7,119,26,Normal
ACT02007,AST21359,2026-08-09 07:00:00,914,6,276,87,Normal
ACT02008,AST13041,2026-08-29 23:00:00,381,6,140,57,Normal
ACT02009,AST12753,2026-08-12 03:00:00,338,3,72,44,Normal
ACT02010,AST08290,2026-08-29 19:00:00,778,8,338,53,Normal
ACT02011,AST00393,2026-09-09 13:00:00,911,8,309,90,Normal
ACT02012,AST24798,2026-08-29 19:00:00,546,4,130,80,Normal
ACT02013,AST20849,2026-08-14 07:00:00,1024,5,224,66,Normal
ACT02014,AST21086,2026-08-02 15:00:00,754,4,237,57,Normal
ACT02015,AST15730,2026-08-06 10:00:00,546,5,190,66,Normal
ACT02016,AST02441,2026-08-24 02:00:00,921,3,265,59,Normal
ACT02017,AST01894,2026-09-09 11:00:00,698,8,265,47,Normal
ACT02018,AST20312,2026-08-25 06:00:00,741,2,184,77,Normal
ACT02019,AST02175,2026-08-13 14:00:00,878,5,350,105,Normal
ACT02020,AST10110,2026-08-05 14:00:00,342,7,54,27,Normal
ACT02021,AST10381,2026-09-03 07:00:00,602,2,208,92,Normal
ACT02022,AST12712,2026-08-30 03:00:00,901,4,296,103,Normal
ACT02023,AST08030,2026-09-05 01:00:00,640,8,168,93,Normal
ACT02024,AST03791,2026-08-07 11:00:00,496,7,197,52,Normal
ACT02025,AST17828,2026-08-17 14:00:00,380,6,101,25,Normal
ACT02026,AST04717,2026-09-05 19:00:00,302,4,55,17,Normal
ACT02027,AST06168,2026-08-22 21:00:00,443,5,127,76,Normal
ACT02028,AST09966,2026-08-15 21:00:00,879,6,168,39,Normal
ACT02029,AST09789,2026-08-14 22:00:00,591,4,104,86,Normal
ACT02030,AST06066,2026-08-31 21:00:00,593,7,176,101,Normal
ACT02031,AST05082,2026-08-28 19:00:00,666,5,141,38,Normal
ACT02032,AST16360,2026-08-10 20:00:00,1443,8,373,171,Normal
ACT02033,AST07200,2026-08-01 13:00:00,1112,4,372,105,Normal
ACT02034,AST01443,2026-09-05 15:00:00,571,4,155,36,Normal
ACT02035,AST19436,2026-08-29 23:00:00,988,6,314,60,Normal
ACT02036,AST01681,2026-08-05 08:00:00,1224,8,267,192,Normal
ACT02037,AST19502,2026-09-08 09:00:00,927,7,208,38,Normal
ACT02038,AST21225,2026-08-16 18:00:00,1404,6,552,120,Normal
ACT02039,AST07645,2026-08-17 00:00:00,2179,6,575,87,Normal
ACT02040,AST18988,2026-08-31 11:00:00,562,6,151,81,Normal
ACT02041,AST01057,2026-08-01 23:00:00,952,3,367,29,Normal
ACT02042,AST18604,2026-09-06 21:00:00,636,8,179,60,Normal
ACT02043,AST00683,2026-08-25 13:00:00,679,2,302,37,Normal
ACT02044,AST06384,2026-09-09 08:00:00,1121,7,180,114,Normal
ACT02045,AST19729,2026-08-08 03:00:00,1209,6,471,193,Normal
ACT02046,AST21778,2026-08-09 19:00:00,569,5,232,78,Normal
ACT02047,AST03355,2026-09-08 02:00:00,292,3,99,45,Normal
ACT02048,AST12652,2026-08-06 04:00:00,793,2,148,34,Normal
ACT02049,AST13386,2026-08-04 22:00:00,1188,7,314,70,Normal
ACT02050,AST18543,2026-08-18 06:00:00,642,5,227,42,Normal
ACT02051,AST07216,2026-08-12 07:00:00,655,5,201,88,Normal
ACT02052,AST07407,2026-08-11 18:00:00,408,2,119,63,Normal
ACT02053,AST00036,2026-08-05 19:00:00,687,4,127,32,Normal
ACT02054,AST02478,2026-08-14 19:00:00,441,2,179,22,Normal
ACT02055,AST12380,2026-09-09 04:00:00,747,6,136,43,Normal
ACT02056,AST19659,2026-08-28 16:00:00,760,8,183,56,Normal
ACT02057,AST23136,2026-09-02 15:00:00,512,4,185,50,Normal
ACT02058,AST23413,2026-08-01 02:00:00,2242,5,669,167,Normal
ACT02059,AST04421,2026-08-03 20:00:00,504,7,219,35,Normal
ACT02060,AST02526,2026-08-02 23:00:00,861,7,351,78,Normal
ACT02061,AST03194,2026-08-25 17:00:00,588,5,214,23,Normal
ACT02062,AST12855,2026-08-10 08:00:00,950,3,333,52,Normal
ACT02063,AST17517,2026-08-19 13:00:00,766,8,214,92,Normal
ACT02064,AST04642,2026-08-01 05:00:00,748,5,322,108,Normal
ACT02065,AST12557,2026-08-21 23:00:00,691,3,272,90,Normal
ACT02066,AST00737,2026-08-10 22:00:00,888,4,398,58,Normal
ACT02067,AST02107,2026-08-20 05:00:00,334,2,138,56,Normal
ACT02068,AST19219,2026-08-21 21:00:00,673,6,237,78,Normal
ACT02069,AST00859,2026-08-12 05:00:00,687,2,264,58,Normal
ACT02070,AST04508,2026-09-08 22:00:00,602,8,138,55,Normal
ACT02071,AST06028,2026-08-18 22:00:00,463,3,200,17,Normal
ACT02072,AST06407,2026-08-26 09:00:00,334,2,106,28,Normal
ACT02073,AST18247,2026-08-10 21:00:00,716,2,247,123,Normal
ACT02074,AST24342,2026-08-03 13:00:00,882,3,220,139,Normal
ACT02075,AST18075,2026-08-26 01:00:00,445,8,156,63,Normal
ACT02076,AST11298,2026-08-26 08:00:00,0,0,0,0,Silent
ACT02077,AST18193,2026-08-11 03:00:00,382,5,85,26,Normal
ACT02078,AST20552,2026-08-31 05:00:00,502,3,122,66,Normal
ACT02079,AST10428,2026-08-29 00:00:00,366,4,149,48,Normal
ACT02080,AST12203,2026-08-16 12:00:00,643,7,219,65,Normal
ACT02081,AST01987,2026-09-01 15:00:00,563,6,165,96,Normal
ACT02082,AST20751,2026-08-26 21:00:00,563,6,118,29,Normal
ACT02083,AST13460,2026-08-05 03:00:00,1419,4,576,186,Normal
ACT02084,AST18819,2026-08-03 15:00:00,625,5,188,87,Normal
ACT02085,AST00906,2026-08-08 09:00:00,835,2,203,55,Normal
ACT02086,AST01784,2026-09-05 06:00:00,1279,4,494,120,Normal
ACT02087,AST11642,2026-08-25 12:00:00,512,5,200,23,Normal
ACT02088,AST23296,2026-08-13 23:00:00,624,4,188,56,Normal
ACT02089,AST17813,2026-08-26 17:00:00,1262,5,385,100,Normal
ACT02090,AST20325,2026-09-04 07:00:00,804,7,239,143,Normal
ACT02091,AST11711,2026-08-14 23:00:00,652,7,222,71,Normal
ACT02092,AST14971,2026-08-28 20:00:00,464,7,190,32,Normal
ACT02093,AST14326,2026-09-07 08:00:00,765,7,151,93,Normal
ACT02094,AST01381,2026-08-14 09:00:00,884,2,326,136,Normal
ACT02095,AST19725,2026-08-18 00:00:00,1235,6,301,120,Normal
ACT02096,AST02155,2026-08-21 05:00:00,493,5,149,38,Normal
ACT02097,AST06151,2026-08-25 01:00:00,560,5,112,67,Normal
ACT02098,AST15392,2026-09-02 10:00:00,452,4,117,62,Normal
ACT02099,AST10658,2026-08-29 02:00:00,633,2,265,78,Normal
ACT02100,AST20414,2026-08-20 07:00:00,608,7,196,62,Normal
ACT02101,AST02616,2026-08-25 18:00:00,417,7,108,28,Normal
ACT02102,AST14028,2026-08-07 18:00:00,815,8,148,26,Normal
ACT02103,AST21351,2026-08-13 23:00:00,850,8,310,57,Normal
ACT02104,AST02135,2026-08-22 04:00:00,592,3,99,25,Normal
ACT02105,AST12401,2026-08-07 06:00:00,889,7,330,117,Normal
ACT02106,AST00577,2026-08-17 11:00:00,278,6,97,44,Normal
ACT02107,AST10553,2026-08-27 19:00:00,518,4,96,73,Normal
ACT02108,AST02999,2026-08-08 04:00:00,1201,6,480,84,Normal
ACT02109,AST22391,2026-08-13 09:00:00,436,8,144,70,Normal
ACT02110,AST18619,2026-08-03 04:00:00,693,8,278,32,Normal
ACT02111,AST15731,2026-08-10 22:00:00,473,7,138,57,Normal
ACT02112,AST20914,2026-08-28 05:00:00,1470,7,481,146,Normal
ACT02113,AST16948,2026-09-05 23:00:00,800,3,317,71,Normal
ACT02114,AST08946,2026-08-20 23:00:00,852,3,234,115,Normal
ACT02115,AST12635,2026-08-18 06:00:00,327,7,103,14,Normal
ACT02116,AST04944,2026-08-03 02:00:00,198,6,45,10,Normal
ACT02117,AST03132,2026-08-24 08:00:00,595,5,188,72,Normal
ACT02118,AST19576,2026-09-07 20:00:00,701,7,161,63,Normal
ACT02119,AST05260,2026-08-24 16:00:00,726,4,277,108,Normal
ACT02120,AST16505,2026-08-01 11:00:00,337,7,78,21,Normal
ACT02121,AST03680,2026-08-16 01:00:00,625,3,103,73,Normal
ACT02122,AST06681,2026-09-01 18:00:00,409,2,147,16,Normal
ACT02123,AST22897,2026-08-29 05:00:00,1070,2,266,114,Normal
ACT02124,AST18586,2026-08-23 17:00:00,1948,5,426,260,Normal
ACT02125,AST24376,2026-08-11 19:00:00,1302,3,454,75,Normal
ACT02126,AST03199,2026-09-09 20:00:00,427,8,114,67,Normal
ACT02127,AST06169,2026-08-09 15:00:00,580,4,100,34,Normal
ACT02128,AST04347,2026-09-09 12:00:00,1841,8,699,296,Normal
ACT02129,AST22892,2026-09-04 17:00:00,561,5,195,57,Normal
ACT02130,AST19868,2026-09-08 18:00:00,657,3,234,22,Normal
ACT02131,AST24513,2026-08-04 21:00:00,927,2,213,49,Normal
ACT02132,AST23149,2026-08-31 05:00:00,668,3,128,57,Normal
ACT02133,AST01276,2026-08-22 17:00:00,649,5,273,38,Normal
ACT02134,AST06032,2026-08-18 21:00:00,1474,8,496,245,Normal
ACT02135,AST24679,2026-08-31 10:00:00,695,8,290,36,Normal
ACT02136,AST15110,2026-08-28 18:00:00,829,5,168,70,Normal
ACT02137,AST20850,2026-08-24 02:00:00,800,7,160,99,Normal
ACT02138,AST15235,2026-09-01 08:00:00,827,8,243,46,Normal
ACT02139,AST12545,2026-08-14 22:00:00,428,2,184,16,Normal
ACT02140,AST23985,2026-08-27 04:00:00,1235,3,208,213,Normal
ACT02141,AST10962,2026-08-21 00:00:00,375,2,161,18,Normal
ACT02142,AST20698,2026-09-01 07:00:00,599,8,172,70,Normal
ACT02143,AST02430,2026-08-06 17:00:00,1296,2,400,157,Normal
ACT02144,AST03915,2026-08-11 07:00:00,467,7,181,67,Normal
ACT02145,AST19247,2026-09-07 02:00:00,426,4,160,43,Normal
ACT02146,AST16115,2026-08-11 10:00:00,840,2,171,106,Normal
ACT02147,AST15961,2026-08-22 14:00:00,660,3,205,68,Normal
ACT02148,AST16563,2026-08-28 14:00:00,892,4,391,54,Normal
ACT02149,AST05031,2026-08-02 11:00:00,461,4,90,51,Normal
ACT02150,AST23127,2026-08-24 12:00:00,849,6,259,124,Normal
ACT02151,AST12749,2026-09-07 04:00:00,602,8,244,26,Normal
ACT02152,AST18908,2026-08-14 01:00:00,505,5,224,40,Normal
ACT02153,AST04445,2026-08-14 06:00:00,430,4,122,28,Normal
ACT02154,AST08296,2026-08-09 12:00:00,543,7,201,73,Normal
ACT02155,AST15255,2026-08-27 06:00:00,360,6,101,40,Normal
ACT02156,AST12914,2026-09-06 06:00:00,691,2,125,58,Normal
ACT02157,AST14880,2026-09-03 08:00:00,514,6,174,59,Normal
ACT02158,AST23043,2026-08-17 11:00:00,897,7,380,144,Normal
ACT02159,AST16632,2026-08-19 09:00:00,1293,7,525,123,Normal
ACT02160,AST06818,2026-09-04 05:00:00,1072,7,201,184,Normal
ACT02161,AST03328,2026-08-23 18:00:00,351,6,80,54,Normal
ACT02162,AST18073,2026-08-07 09:00:00,639,5,229,54,Normal
ACT02163,AST24912,2026-08-04 18:00:00,763,5,318,134,Normal
ACT02164,AST03021,2026-08-01 04:00:00,495,2,103,84,Normal
ACT02165,AST15431,2026-08-02 05:00:00,738,6,228,40,Normal
ACT02166,AST17771,2026-08-21 04:00:00,534,7,136,47,Normal
ACT02167,AST01598,2026-08-12 12:00:00,1481,7,343,187,Normal
ACT02168,AST13934,2026-08-30 03:00:00,985,2,330,36,Normal
ACT02169,AST01468,2026-08-01 01:00:00,629,2,170,52,Normal
ACT02170,AST16937,2026-09-01 01:00:00,686,6,146,99,Normal
ACT02171,AST11474,2026-09-04 22:00:00,1582,7,437,277,Normal
ACT02172,AST21796,2026-08-15 14:00:00,565,3,134,38,Normal
ACT02173,AST02245,2026-09-09 00:00:00,449,5,127,41,Normal
ACT02174,AST10614,2026-08-23 17:00:00,621,4,213,82,Normal
ACT02175,AST15706,2026-08-15 14:00:00,840,7,351,37,Normal
ACT02176,AST20582,2026-08-02 10:00:00,566,2,173,92,Normal
ACT02177,AST01608,2026-09-03 17:00:00,397,6,75,35,Normal
ACT02178,AST22148,2026-09-04 00:00:00,553,7,184,83,Normal
ACT02179,AST04854,2026-08-25 14:00:00,502,7,157,37,Normal
ACT02180,AST12288,2026-08-12 16:00:00,553,5,193,99,Normal
ACT02181,AST17133,2026-08-03 19:00:00,549,2,205,80,Normal
ACT02182,AST18991,2026-08-21 15:00:00,614,5,233,44,Normal
ACT02183,AST16045,2026-08-13 11:00:00,461,6,184,51,Normal
ACT02184,AST04642,2026-08-08 16:00:00,732,8,233,29,Normal
ACT02185,AST20382,2026-08-13 08:00:00,568,6,162,101,Normal
ACT02186,AST21793,2026-08-05 15:00:00,332,4,147,23,Normal
ACT02187,AST13397,2026-09-06 03:00:00,1326,8,505,75,Normal
ACT02188,AST06616,2026-08-10 12:00:00,436,6,123,18,Normal
ACT02189,AST00789,2026-09-07 23:00:00,1113,8,224,185,Normal
ACT02190,AST06093,2026-08-23 05:00:00,676,5,254,75,Normal
ACT02191,AST16806,2026-08-07 10:00:00,458,5,198,69,Normal
ACT02192,AST15820,2026-08-30 18:00:00,619,4,142,80,Normal
ACT02193,AST19047,2026-08-07 09:00:00,913,4,253,139,Normal
ACT02194,AST24137,2026-08-20 12:00:00,659,7,204,85,Normal
ACT02195,AST16015,2026-08-09 00:00:00,975,8,268,145,Normal
ACT02196,AST01474,2026-09-06 11:00:00,455,5,158,35,Normal
ACT02197,AST04130,2026-08-16 14:00:00,1111,5,277,174,Normal
ACT02198,AST09607,2026-08-02 13:00:00,850,8,332,92,Normal
ACT02199,AST19962,2026-08-16 23:00:00,184,4,44,31,Normal
ACT02200,AST00518,2026-08-01 03:00:00,625,3,113,44,Normal
ACT02201,AST07960,2026-08-14 08:00:00,782,5,200,78,Normal
ACT02202,AST02510,2026-08-27 12:00:00,593,6,96,79,Normal
ACT02203,AST14167,2026-09-09 20:00:00,714,8,163,37,Normal
ACT02204,AST23146,2026-09-02 23:00:00,633,3,272,51,Normal
ACT02205,AST05492,2026-08-29 07:00:00,681,5,168,116,Normal
ACT02206,AST23422,2026-08-03 11:00:00,690,6,108,62,Normal
ACT02207,AST11527,2026-08-26 14:00:00,1103,4,215,108,Normal
ACT02208,AST07795,2026-08-25 13:00:00,439,4,139,48,Normal
ACT02209,AST24549,2026-08-16 04:00:00,401,7,89,30,Normal
ACT02210,AST12098,2026-08-23 20:00:00,641,3,175,39,Normal
ACT02211,AST20491,2026-08-07 11:00:00,802,3,322,60,Normal
ACT02212,AST10383,2026-08-18 04:00:00,636,3,102,88,Normal
ACT02213,AST02614,2026-08-11 05:00:00,845,2,311,139,Normal
ACT02214,AST19300,2026-08-13 16:00:00,531,6,154,65,Normal
ACT02215,AST08446,2026-08-22 09:00:00,928,4,214,150,Normal
ACT02216,AST16183,2026-08-15 00:00:00,634,4,195,19,Normal
ACT02217,AST21551,2026-08-06 13:00:00,501,5,104,52,Normal
ACT02218,AST12542,2026-09-03 07:00:00,497,4,215,23,Normal
ACT02219,AST09690,2026-08-31 14:00:00,336,4,57,47,Normal
ACT02220,AST19776,2026-09-02 21:00:00,997,3,311,79,Normal
ACT02221,AST05079,2026-09-04 03:00:00,1025,8,191,115,Normal
ACT02222,AST19263,2026-08-17 10:00:00,723,5,191,85,Normal
ACT02223,AST02043,2026-09-03 03:00:00,997,2,317,131,Normal
ACT02224,AST18951,2026-08-26 19:00:00,460,4,118,24,Normal
ACT02225,AST03474,2026-09-09 08:00:00,468,8,165,60,Normal
ACT02226,AST21939,2026-08-30 11:00:00,915,7,377,115,Normal
ACT02227,AST18426,2026-09-08 18:00:00,1049,6,407,77,Normal
ACT02228,AST01819,2026-08-09 22:00:00,1273,7,372,121,Normal
ACT02229,AST09578,2026-08-20 20:00:00,309,3,112,49,Normal
ACT02230,AST20846,2026-08-23 08:00:00,316,6,128,15,Normal
ACT02231,AST07152,2026-08-24 05:00:00,1601,6,290,203,Normal
ACT02232,AST20784,2026-08-05 22:00:00,543,5,145,68,Normal
ACT02233,AST19667,2026-08-30 05:00:00,543,3,149,68,Normal
ACT02234,AST09417,2026-08-13 01:00:00,463,4,72,38,Normal
ACT02235,AST05564,2026-08-14 15:00:00,194,4,55,25,Normal
ACT02236,AST12203,2026-08-19 22:00:00,483,2,73,31,Normal
ACT02237,AST13697,2026-08-15 08:00:00,407,8,141,16,Normal
ACT02238,AST04513,2026-08-23 21:00:00,312,5,123,25,Normal
ACT02239,AST10205,2026-09-08 11:00:00,804,8,342,132,Normal
ACT02240,AST16973,2026-09-01 16:00:00,708,8,136,81,Normal
ACT02241,AST18387,2026-09-04 15:00:00,860,7,385,52,Normal
ACT02242,AST00883,2026-08-06 17:00:00,227,6,34,40,Normal
ACT02243,AST19863,2026-09-01 03:00:00,567,3,146,52,Normal
ACT02244,AST16137,2026-09-08 13:00:00,1389,3,563,225,Normal
ACT02245,AST01223,2026-08-18 14:00:00,341,4,100,21,Normal
ACT02246,AST03817,2026-09-07 07:00:00,859,4,214,148,Normal
ACT02247,AST09737,2026-08-29 02:00:00,457,2,176,51,Normal
ACT02248,AST16985,2026-08-11 21:00:00,1392,5,281,146,Normal
ACT02249,AST20681,2026-08-31 18:00:00,0,0,0,0,Silent
ACT02250,AST14480,2026-08-21 06:00:00,1644,4,309,271,Normal
ACT02251,AST12597,2026-08-16 18:00:00,734,5,309,28,Normal
ACT02252,AST09290,2026-08-22 22:00:00,694,2,265,90,Normal
ACT02253,AST23149,2026-08-06 02:00:00,690,4,266,25,Normal
ACT02254,AST15611,2026-09-07 01:00:00,567,4,150,17,Normal
ACT02255,AST10905,2026-08-30 14:00:00,606,2,215,105,Normal
ACT02256,AST17272,2026-08-01 03:00:00,517,7,173,30,Normal
ACT02257,AST20379,2026-08-18 13:00:00,1354,4,321,58,Normal
ACT02258,AST24945,2026-08-15 00:00:00,1071,2,347,145,Normal
ACT02259,AST06672,2026-08-02 01:00:00,306,5,71,49,Normal
ACT02260,AST06510,2026-08-01 14:00:00,437,2,130,41,Normal
ACT02261,AST16690,2026-09-09 22:00:00,853,2,141,122,Normal
ACT02262,AST03824,2026-08-02 13:00:00,431,5,166,74,Normal
ACT02263,AST00667,2026-08-26 18:00:00,808,7,344,36,Normal
ACT02264,AST03027,2026-08-30 19:00:00,1103,2,403,42,Normal
ACT02265,AST21673,2026-08-17 19:00:00,447,3,81,29,Normal
ACT02266,AST02133,2026-08-24 19:00:00,879,4,179,72,Normal
ACT02267,AST21229,2026-09-03 13:00:00,743,5,330,25,Normal
ACT02268,AST23526,2026-09-09 08:00:00,864,2,352,120,Normal
ACT02269,AST10863,2026-08-01 05:00:00,410,6,71,12,Normal
ACT02270,AST04514,2026-08-07 08:00:00,434,8,68,57,Normal
ACT02271,AST16687,2026-09-03 05:00:00,817,6,258,53,Normal
ACT02272,AST24134,2026-08-01 06:00:00,1270,5,510,146,Normal
ACT02273,AST24589,2026-09-03 04:00:00,633,8,213,72,Normal
ACT02274,AST04426,2026-08-19 00:00:00,440,3,140,32,Normal
