incident_id,external_id,organization_id,title,severity,status,description,created_at,resolved_at
INC03443,INC-SOC-103443,ORG00343,Suspicious Network Activity,Low,Closed,Security control deviation detected.,2026-09-02 02:36:00,2026-09-05 01:36:00
INC03444,INC-SOC-103444,ORG00077,Data Exfiltration,High,Resolved,Potential compromise identified.,2026-08-23 19:13:00,2026-08-26 04:13:00
INC03445,INC-SOC-103445,ORG00154,Phishing Campaign,Critical,Closed,Multiple suspicious events correlated.,2026-08-18 13:36:00,2026-08-19 11:36:00
INC03446,INC-SOC-103446,ORG00250,Privilege Escalation,Medium,Resolved,Multiple suspicious events correlated.,2026-09-02 22:15:00,2026-09-05 08:15:00
INC03447,INC-SOC-103447,ORG00526,Privilege Escalation,High,Resolved,Malicious activity detected across telemetry.,2026-08-26 13:25:00,2026-08-29 06:25:00
INC03448,INC-SOC-103448,ORG00461,Data Exfiltration,High,Resolved,Potential compromise identified.,2026-08-27 20:11:00,2026-08-28 03:11:00
INC03449,INC-SOC-103449,ORG00913,Suspicious Network Activity,Low,Resolved,Potential compromise identified.,2026-08-15 16:16:00,2026-08-17 10:16:00
INC03450,INC-SOC-103450,ORG00121,Malware Infection,High,Resolved,Malicious activity detected across telemetry.,2026-08-08 07:52:00,2026-08-09 00:52:00
INC03451,INC-SOC-103451,ORG00555,Phishing Campaign,Low,Resolved,Security control deviation detected.,2026-08-28 13:50:00,2026-08-30 02:50:00
INC03452,INC-SOC-103452,ORG00096,Privilege Escalation,Medium,Resolved,Multiple suspicious events correlated.,2026-08-26 17:52:00,2026-08-29 12:52:00
INC03453,INC-SOC-103453,ORG00262,Data Exfiltration,Critical,Resolved,Multiple suspicious events correlated.,2026-08-23 05:00:00,2026-08-23 18:00:00
INC03454,INC-SOC-103454,ORG00383,Data Exfiltration,Critical,Closed,Security control deviation detected.,2026-08-05 00:59:00,2026-08-05 01:59:00
INC03455,INC-SOC-103455,ORG00646,Credential Attack,High,Investigating,Multiple suspicious events correlated.,2026-08-01 08:45:00,
INC03456,INC-SOC-103456,ORG00231,Malware Infection,High,Closed,Malicious activity detected across telemetry.,2026-08-06 04:43:00,2026-08-06 08:43:00
INC03457,INC-SOC-103457,ORG00407,Credential Attack,Low,Resolved,Multiple suspicious events correlated.,2026-09-06 10:31:00,2026-09-06 15:31:00
INC03458,INC-SOC-103458,ORG00199,Malware Infection,High,Resolved,Malicious activity detected across telemetry.,2026-08-10 15:53:00,2026-08-11 12:53:00
INC03459,INC-SOC-103459,ORG00054,Suspicious Network Activity,High,Resolved,Multiple suspicious events correlated.,2026-08-06 18:05:00,2026-08-07 14:05:00
INC03460,INC-SOC-103460,ORG00102,Credential Attack,Low,Closed,Malicious activity detected across telemetry.,2026-08-07 10:41:00,2026-08-08 11:41:00
INC03461,INC-SOC-103461,ORG00955,Suspicious Network Activity,Critical,Closed,Malicious activity detected across telemetry.,2026-08-17 17:27:00,2026-08-20 09:27:00
INC03462,INC-SOC-103462,ORG00334,Malware Infection,High,Resolved,Security control deviation detected.,2026-08-19 03:03:00,2026-08-22 01:03:00
INC03463,INC-SOC-103463,ORG00868,Data Exfiltration,High,Closed,Security control deviation detected.,2026-08-27 13:34:00,2026-08-30 06:34:00
INC03464,INC-SOC-103464,ORG00622,Privilege Escalation,Critical,Investigating,Multiple suspicious events correlated.,2026-08-06 22:51:00,
INC03465,INC-SOC-103465,ORG00620,Data Exfiltration,Low,Resolved,Multiple suspicious events correlated.,2026-08-26 18:34:00,2026-08-29 16:34:00
INC03466,INC-SOC-103466,ORG00650,Phishing Campaign,Low,Closed,Multiple suspicious events correlated.,2026-08-21 09:13:00,2026-08-21 23:13:00
INC03467,INC-SOC-103467,ORG00916,Suspicious Network Activity,Medium,Resolved,Malicious activity detected across telemetry.,2026-09-07 22:54:00,2026-09-09 10:54:00
INC03468,INC-SOC-103468,ORG00295,Privilege Escalation,Medium,Closed,Multiple suspicious events correlated.,2026-09-07 21:49:00,2026-09-08 04:49:00
INC03469,INC-SOC-103469,ORG00578,Credential Attack,Low,Resolved,Multiple suspicious events correlated.,2026-08-09 22:44:00,2026-08-11 08:44:00
INC03470,INC-SOC-103470,ORG00666,Malware Infection,High,Resolved,Security control deviation detected.,2026-08-07 17:47:00,2026-08-09 09:47:00
INC03471,INC-SOC-103471,ORG00894,Phishing Campaign,High,Resolved,Multiple suspicious events correlated.,2026-08-14 17:45:00,2026-08-15 20:45:00
INC03472,INC-SOC-103472,ORG00880,Credential Attack,Critical,Closed,Potential compromise identified.,2026-08-24 02:12:00,2026-08-26 23:12:00
INC03473,INC-SOC-103473,ORG00104,Privilege Escalation,Low,Resolved,Malicious activity detected across telemetry.,2026-08-26 04:15:00,2026-08-27 06:15:00
INC03474,INC-SOC-103474,ORG00375,Phishing Campaign,High,Resolved,Malicious activity detected across telemetry.,2026-08-16 15:13:00,2026-08-18 15:13:00
INC03475,INC-SOC-103475,ORG00648,Suspicious Network Activity,Medium,Closed,Multiple suspicious events correlated.,2026-08-10 11:34:00,2026-08-12 12:34:00
INC03476,INC-SOC-103476,ORG00680,Privilege Escalation,Medium,Resolved,Potential compromise identified.,2026-09-01 12:49:00,2026-09-03 23:49:00
INC03477,INC-SOC-103477,ORG00616,Suspicious Network Activity,Low,Resolved,Potential compromise identified.,2026-08-24 12:42:00,2026-08-24 15:42:00
INC03478,INC-SOC-103478,ORG00361,Privilege Escalation,Low,Closed,Malicious activity detected across telemetry.,2026-08-21 08:02:00,2026-08-23 16:02:00
INC03479,INC-SOC-103479,ORG00646,Malware Infection,Medium,Resolved,Potential compromise identified.,2026-08-16 16:32:00,2026-08-19 09:32:00
INC03480,INC-SOC-103480,ORG00123,Phishing Campaign,Medium,Closed,Malicious activity detected across telemetry.,2026-08-30 00:56:00,2026-08-30 16:56:00
INC03481,INC-SOC-103481,ORG00884,Privilege Escalation,Low,Resolved,Potential compromise identified.,2026-08-24 10:25:00,2026-08-24 14:25:00
INC03482,INC-SOC-103482,ORG00474,Malware Infection,Critical,Resolved,Potential compromise identified.,2026-08-19 05:50:00,2026-08-21 19:50:00
INC03483,INC-SOC-103483,ORG00258,Suspicious Network Activity,Medium,Closed,Multiple suspicious events correlated.,2026-09-03 15:09:00,2026-09-04 23:09:00
INC03484,INC-SOC-103484,ORG00279,Privilege Escalation,High,Resolved,Security control deviation detected.,2026-08-22 11:02:00,2026-08-24 22:02:00
INC03485,INC-SOC-103485,ORG00592,Credential Attack,Critical,Closed,Potential compromise identified.,2026-09-09 09:22:00,2026-09-11 16:22:00
INC03486,INC-SOC-103486,ORG00141,Suspicious Network Activity,Low,Resolved,Malicious activity detected across telemetry.,2026-09-05 00:49:00,2026-09-05 08:49:00
INC03487,INC-SOC-103487,ORG00324,Malware Infection,Critical,Resolved,Malicious activity detected across telemetry.,2026-08-04 05:34:00,2026-08-04 21:34:00
INC03488,INC-SOC-103488,ORG00726,Phishing Campaign,Low,Resolved,Malicious activity detected across telemetry.,2026-08-26 00:47:00,2026-08-27 13:47:00
INC03489,INC-SOC-103489,ORG00520,Data Exfiltration,Medium,Resolved,Security control deviation detected.,2026-08-05 08:01:00,2026-08-07 20:01:00
INC03490,INC-SOC-103490,ORG00226,Phishing Campaign,High,Investigating,Security control deviation detected.,2026-08-25 06:23:00,
INC03491,INC-SOC-103491,ORG00339,Malware Infection,Medium,Closed,Malicious activity detected across telemetry.,2026-08-17 06:35:00,2026-08-18 20:35:00
INC03492,INC-SOC-103492,ORG00402,Credential Attack,High,Open,Security control deviation detected.,2026-09-01 08:25:00,
INC03493,INC-SOC-103493,ORG00444,Suspicious Network Activity,Low,Closed,Multiple suspicious events correlated.,2026-09-04 03:21:00,2026-09-05 13:21:00
INC03494,INC-SOC-103494,ORG00762,Suspicious Network Activity,Critical,Resolved,Security control deviation detected.,2026-08-18 12:17:00,2026-08-20 14:17:00
INC03495,INC-SOC-103495,ORG00468,Credential Attack,High,Closed,Security control deviation detected.,2026-08-03 11:57:00,2026-08-05 20:57:00
INC03496,INC-SOC-103496,ORG00285,Phishing Campaign,High,Open,Potential compromise identified.,2026-08-23 04:40:00,
INC03497,INC-SOC-103497,ORG00001,Credential Attack,Critical,Resolved,Malicious activity detected across telemetry.,2026-08-19 02:46:00,2026-08-20 10:46:00
INC03498,INC-SOC-103498,ORG00151,Suspicious Network Activity,Medium,Resolved,Security control deviation detected.,2026-08-21 00:14:00,2026-08-23 05:14:00
INC03499,INC-SOC-103499,ORG00786,Malware Infection,High,Closed,Malicious activity detected across telemetry.,2026-08-23 00:22:00,2026-08-24 15:22:00
INC03500,INC-SOC-103500,ORG00190,Phishing Campaign,Critical,Resolved,Multiple suspicious events correlated.,2026-08-02 02:49:00,2026-08-03 00:49:00
INC03501,INC-SOC-103501,ORG00466,Privilege Escalation,Critical,Closed,Multiple suspicious events correlated.,2026-08-08 21:50:00,2026-08-11 20:50:00
INC03502,INC-SOC-103502,ORG00550,Phishing Campaign,Low,Closed,Security control deviation detected.,2026-08-30 23:04:00,2026-09-01 07:04:00
INC03503,INC-SOC-103503,ORG00587,Privilege Escalation,High,Closed,Security control deviation detected.,2026-09-04 05:48:00,2026-09-07 05:48:00
INC03504,INC-SOC-103504,ORG00266,Suspicious Network Activity,Low,Resolved,Multiple suspicious events correlated.,2026-08-21 09:40:00,2026-08-23 09:40:00
INC03505,INC-SOC-103505,ORG00803,Privilege Escalation,Medium,Resolved,Potential compromise identified.,2026-08-25 09:53:00,2026-08-27 08:53:00
INC03506,INC-SOC-103506,ORG00965,Suspicious Network Activity,Low,Closed,Potential compromise identified.,2026-09-02 10:30:00,2026-09-05 03:30:00
INC03507,INC-SOC-103507,ORG00962,Privilege Escalation,High,Resolved,Malicious activity detected across telemetry.,2026-08-13 22:50:00,2026-08-15 15:50:00
INC03508,INC-SOC-103508,ORG00091,Data Exfiltration,High,Investigating,Potential compromise identified.,2026-08-13 14:42:00,
INC03509,INC-SOC-103509,ORG00566,Privilege Escalation,Medium,Resolved,Multiple suspicious events correlated.,2026-08-02 22:53:00,2026-08-03 12:53:00
INC03510,INC-SOC-103510,ORG00038,Data Exfiltration,High,Closed,Security control deviation detected.,2026-08-01 19:25:00,2026-08-02 06:25:00
INC03511,INC-SOC-103511,ORG00627,Suspicious Network Activity,Low,Resolved,Potential compromise identified.,2026-08-12 08:43:00,2026-08-13 03:43:00
INC03512,INC-SOC-103512,ORG00963,Credential Attack,Low,Closed,Security control deviation detected.,2026-08-19 16:20:00,2026-08-21 08:20:00
INC03513,INC-SOC-103513,ORG00542,Data Exfiltration,Critical,Closed,Multiple suspicious events correlated.,2026-08-31 12:14:00,2026-09-02 02:14:00
INC03514,INC-SOC-103514,ORG00374,Malware Infection,Critical,Resolved,Malicious activity detected across telemetry.,2026-08-04 13:33:00,2026-08-05 15:33:00
INC03515,INC-SOC-103515,ORG00756,Credential Attack,Low,Resolved,Multiple suspicious events correlated.,2026-08-25 21:19:00,2026-08-26 11:19:00
INC03516,INC-SOC-103516,ORG00691,Credential Attack,High,Resolved,Potential compromise identified.,2026-08-26 10:09:00,2026-08-28 19:09:00
INC03517,INC-SOC-103517,ORG00244,Phishing Campaign,Medium,Closed,Malicious activity detected across telemetry.,2026-09-03 10:49:00,2026-09-05 12:49:00
INC03518,INC-SOC-103518,ORG00887,Credential Attack,Medium,Closed,Security control deviation detected.,2026-08-30 11:04:00,2026-09-01 20:04:00
INC03519,INC-SOC-103519,ORG00965,Privilege Escalation,Medium,Resolved,Potential compromise identified.,2026-08-28 18:50:00,2026-08-29 12:50:00
INC03520,INC-SOC-103520,ORG00207,Credential Attack,High,Open,Potential compromise identified.,2026-08-17 18:32:00,
INC03521,INC-SOC-103521,ORG00590,Credential Attack,Low,Closed,Malicious activity detected across telemetry.,2026-08-07 16:40:00,2026-08-07 21:40:00
INC03522,INC-SOC-103522,ORG00603,Data Exfiltration,Low,Resolved,Multiple suspicious events correlated.,2026-08-05 13:20:00,2026-08-08 09:20:00
INC03523,INC-SOC-103523,ORG00753,Privilege Escalation,Critical,Resolved,Multiple suspicious events correlated.,2026-09-01 17:47:00,2026-09-02 23:47:00
INC03524,INC-SOC-103524,ORG00473,Data Exfiltration,Medium,Resolved,Multiple suspicious events correlated.,2026-08-25 12:51:00,2026-08-27 17:51:00
INC03525,INC-SOC-103525,ORG00379,Malware Infection,High,Resolved,Security control deviation detected.,2026-08-01 07:35:00,2026-08-03 19:35:00
INC03526,INC-SOC-103526,ORG00791,Phishing Campaign,Medium,Closed,Multiple suspicious events correlated.,2026-08-13 01:29:00,2026-08-14 06:29:00
INC03527,INC-SOC-103527,ORG00977,Privilege Escalation,High,Resolved,Multiple suspicious events correlated.,2026-09-05 03:22:00,2026-09-05 22:22:00
INC03528,INC-SOC-103528,ORG00589,Suspicious Network Activity,Medium,Resolved,Multiple suspicious events correlated.,2026-08-03 06:35:00,2026-08-05 23:35:00
INC03529,INC-SOC-103529,ORG00346,Data Exfiltration,Low,Resolved,Multiple suspicious events correlated.,2026-08-28 11:53:00,2026-08-31 07:53:00
INC03530,INC-SOC-103530,ORG00949,Suspicious Network Activity,Medium,Closed,Malicious activity detected across telemetry.,2026-09-03 12:03:00,2026-09-05 00:03:00
INC03531,INC-SOC-103531,ORG00757,Data Exfiltration,High,Resolved,Malicious activity detected across telemetry.,2026-08-23 06:35:00,2026-08-25 19:35:00
INC03532,INC-SOC-103532,ORG00476,Data Exfiltration,Critical,Resolved,Multiple suspicious events correlated.,2026-08-19 02:37:00,2026-08-19 03:37:00
INC03533,INC-SOC-103533,ORG00257,Credential Attack,Critical,Closed,Malicious activity detected across telemetry.,2026-08-01 01:06:00,2026-08-02 21:06:00
INC03534,INC-SOC-103534,ORG00657,Malware Infection,High,Open,Potential compromise identified.,2026-08-14 03:55:00,
INC03535,INC-SOC-103535,ORG00355,Privilege Escalation,High,Resolved,Malicious activity detected across telemetry.,2026-08-18 18:18:00,2026-08-21 12:18:00
INC03536,INC-SOC-103536,ORG00271,Malware Infection,High,Resolved,Security control deviation detected.,2026-09-05 10:22:00,2026-09-07 07:22:00
INC03537,INC-SOC-103537,ORG00341,Malware Infection,High,Resolved,Multiple suspicious events correlated.,2026-09-04 16:25:00,2026-09-05 00:25:00
INC03538,INC-SOC-103538,ORG00575,Data Exfiltration,Medium,Resolved,Potential compromise identified.,2026-09-06 10:23:00,2026-09-06 21:23:00
INC03539,INC-SOC-103539,ORG00148,Credential Attack,Critical,Closed,Security control deviation detected.,2026-08-14 00:29:00,2026-08-15 01:29:00
INC03540,INC-SOC-103540,ORG00688,Phishing Campaign,High,Resolved,Security control deviation detected.,2026-08-22 07:36:00,2026-08-23 01:36:00
INC03541,INC-SOC-103541,ORG00780,Data Exfiltration,High,Resolved,Malicious activity detected across telemetry.,2026-08-14 22:02:00,2026-08-17 13:02:00
INC03542,INC-SOC-103542,ORG00230,Privilege Escalation,Low,Resolved,Potential compromise identified.,2026-09-02 11:11:00,2026-09-04 03:11:00
INC03543,INC-SOC-103543,ORG00781,Malware Infection,Low,Closed,Malicious activity detected across telemetry.,2026-09-07 13:59:00,2026-09-08 07:59:00
INC03544,INC-SOC-103544,ORG00071,Phishing Campaign,Critical,Open,Security control deviation detected.,2026-08-24 10:54:00,
INC03545,INC-SOC-103545,ORG00211,Suspicious Network Activity,Medium,Resolved,Malicious activity detected across telemetry.,2026-08-21 18:29:00,2026-08-22 17:29:00
INC03546,INC-SOC-103546,ORG00007,Phishing Campaign,Critical,Resolved,Multiple suspicious events correlated.,2026-08-15 01:13:00,2026-08-15 23:13:00
INC03547,INC-SOC-103547,ORG00023,Data Exfiltration,Medium,Closed,Security control deviation detected.,2026-08-14 14:54:00,2026-08-16 19:54:00
INC03548,INC-SOC-103548,ORG00391,Data Exfiltration,Critical,Resolved,Malicious activity detected across telemetry.,2026-08-15 22:15:00,2026-08-18 13:15:00
INC03549,INC-SOC-103549,ORG00684,Phishing Campaign,Medium,Resolved,Multiple suspicious events correlated.,2026-08-10 04:58:00,2026-08-13 02:58:00
INC03550,INC-SOC-103550,ORG00613,Privilege Escalation,Medium,Closed,Potential compromise identified.,2026-08-25 23:52:00,2026-08-28 01:52:00
INC03551,INC-SOC-103551,ORG00457,Suspicious Network Activity,Medium,Open,Potential compromise identified.,2026-09-02 22:12:00,
INC03552,INC-SOC-103552,ORG00590,Suspicious Network Activity,Medium,Resolved,Security control deviation detected.,2026-08-13 12:50:00,2026-08-14 03:50:00
INC03553,INC-SOC-103553,ORG00345,Phishing Campaign,Medium,Closed,Security control deviation detected.,2026-08-27 21:32:00,2026-08-29 14:32:00
INC03554,INC-SOC-103554,ORG00816,Credential Attack,Medium,Open,Security control deviation detected.,2026-08-29 10:31:00,
INC03555,INC-SOC-103555,ORG00731,Credential Attack,Low,Investigating,Multiple suspicious events correlated.,2026-08-08 04:15:00,
INC03556,INC-SOC-103556,ORG00975,Credential Attack,Critical,Resolved,Potential compromise identified.,2026-08-31 17:52:00,2026-08-31 19:52:00
INC03557,INC-SOC-103557,ORG00702,Privilege Escalation,Low,Resolved,Security control deviation detected.,2026-08-30 11:31:00,2026-08-31 17:31:00
INC03558,INC-SOC-103558,ORG00604,Suspicious Network Activity,High,Resolved,Multiple suspicious events correlated.,2026-08-29 23:59:00,2026-08-31 10:59:00
INC03559,INC-SOC-103559,ORG00620,Privilege Escalation,Low,Closed,Potential compromise identified.,2026-08-15 09:23:00,2026-08-15 20:23:00
INC03560,INC-SOC-103560,ORG00556,Suspicious Network Activity,Critical,Resolved,Potential compromise identified.,2026-08-13 01:53:00,2026-08-13 16:53:00
INC03561,INC-SOC-103561,ORG00963,Suspicious Network Activity,Low,Resolved,Potential compromise identified.,2026-08-29 07:35:00,2026-08-31 10:35:00
INC03562,INC-SOC-103562,ORG00545,Data Exfiltration,Medium,Investigating,Potential compromise identified.,2026-08-29 07:17:00,
INC03563,INC-SOC-103563,ORG00264,Privilege Escalation,Medium,Resolved,Security control deviation detected.,2026-08-08 19:39:00,2026-08-09 15:39:00
INC03564,INC-SOC-103564,ORG00484,Suspicious Network Activity,High,Closed,Potential compromise identified.,2026-08-29 23:07:00,2026-09-01 11:07:00
INC03565,INC-SOC-103565,ORG00024,Phishing Campaign,Critical,Resolved,Multiple suspicious events correlated.,2026-08-11 21:04:00,2026-08-14 08:04:00
INC03566,INC-SOC-103566,ORG00857,Privilege Escalation,Low,Investigating,Malicious activity detected across telemetry.,2026-09-04 10:14:00,
INC03567,INC-SOC-103567,ORG00026,Data Exfiltration,High,Resolved,Potential compromise identified.,2026-09-01 23:37:00,2026-09-03 18:37:00
INC03568,INC-SOC-103568,ORG00582,Malware Infection,Low,Investigating,Malicious activity detected across telemetry.,2026-08-30 17:45:00,
INC03569,INC-SOC-103569,ORG00161,Data Exfiltration,Low,Resolved,Malicious activity detected across telemetry.,2026-08-25 03:07:00,2026-08-26 00:07:00
INC03570,INC-SOC-103570,ORG00196,Malware Infection,Critical,Investigating,Potential compromise identified.,2026-09-02 15:07:00,
INC03571,INC-SOC-103571,ORG00966,Privilege Escalation,High,Resolved,Multiple suspicious events correlated.,2026-08-14 22:50:00,2026-08-15 08:50:00
INC03572,INC-SOC-103572,ORG00867,Data Exfiltration,Medium,Resolved,Potential compromise identified.,2026-08-03 11:32:00,2026-08-03 21:32:00
INC03573,INC-SOC-103573,ORG00106,Data Exfiltration,Medium,Resolved,Multiple suspicious events correlated.,2026-08-07 23:56:00,2026-08-10 00:56:00
INC03574,INC-SOC-103574,ORG00262,Malware Infection,Medium,Resolved,Multiple suspicious events correlated.,2026-08-02 12:57:00,2026-08-04 00:57:00
INC03575,INC-SOC-103575,ORG00225,Phishing Campaign,High,Closed,Potential compromise identified.,2026-08-07 04:21:00,2026-08-07 09:21:00
INC03576,INC-SOC-103576,ORG00993,Phishing Campaign,Critical,Investigating,Malicious activity detected across telemetry.,2026-08-27 00:05:00,
INC03577,INC-SOC-103577,ORG00821,Suspicious Network Activity,Medium,Closed,Security control deviation detected.,2026-09-03 08:58:00,2026-09-06 07:58:00
INC03578,INC-SOC-103578,ORG00787,Malware Infection,Critical,Closed,Multiple suspicious events correlated.,2026-08-30 11:45:00,2026-08-31 09:45:00
INC03579,INC-SOC-103579,ORG00695,Phishing Campaign,High,Resolved,Malicious activity detected across telemetry.,2026-08-29 14:20:00,2026-08-30 23:20:00
INC03580,INC-SOC-103580,ORG00931,Phishing Campaign,Critical,Resolved,Security control deviation detected.,2026-08-20 19:27:00,2026-08-21 15:27:00
INC03581,INC-SOC-103581,ORG00685,Privilege Escalation,High,Resolved,Potential compromise identified.,2026-08-26 03:44:00,2026-08-28 23:44:00
INC03582,INC-SOC-103582,ORG00525,Credential Attack,Critical,Closed,Security control deviation detected.,2026-09-04 20:31:00,2026-09-07 18:31:00
INC03583,INC-SOC-103583,ORG00673,Data Exfiltration,High,Investigating,Security control deviation detected.,2026-08-17 00:17:00,
INC03584,INC-SOC-103584,ORG00974,Privilege Escalation,Medium,Closed,Malicious activity detected across telemetry.,2026-09-08 12:03:00,2026-09-11 11:03:00
INC03585,INC-SOC-103585,ORG00389,Data Exfiltration,Low,Resolved,Multiple suspicious events correlated.,2026-08-04 12:08:00,2026-08-07 08:08:00
INC03586,INC-SOC-103586,ORG00891,Privilege Escalation,High,Closed,Malicious activity detected across telemetry.,2026-09-03 11:05:00,2026-09-03 12:05:00
INC03587,INC-SOC-103587,ORG00314,Data Exfiltration,Medium,Closed,Security control deviation detected.,2026-09-01 15:54:00,2026-09-03 20:54:00
INC03588,INC-SOC-103588,ORG00167,Suspicious Network Activity,Medium,Investigating,Malicious activity detected across telemetry.,2026-08-25 15:00:00,
INC03589,INC-SOC-103589,ORG00091,Credential Attack,Critical,Open,Potential compromise identified.,2026-08-17 18:18:00,
INC03590,INC-SOC-103590,ORG00941,Privilege Escalation,Medium,Closed,Multiple suspicious events correlated.,2026-08-19 00:20:00,2026-08-19 01:20:00
INC03591,INC-SOC-103591,ORG00063,Phishing Campaign,Medium,Resolved,Malicious activity detected across telemetry.,2026-08-24 20:52:00,2026-08-27 17:52:00
INC03592,INC-SOC-103592,ORG00188,Credential Attack,Critical,Resolved,Malicious activity detected across telemetry.,2026-08-08 10:04:00,2026-08-09 08:04:00
INC03593,INC-SOC-103593,ORG00174,Data Exfiltration,Medium,Resolved,Potential compromise identified.,2026-08-29 08:27:00,2026-08-30 07:27:00
INC03594,INC-SOC-103594,ORG00347,Data Exfiltration,Low,Investigating,Potential compromise identified.,2026-08-02 13:31:00,
INC03595,INC-SOC-103595,ORG00688,Phishing Campaign,Low,Resolved,Malicious activity detected across telemetry.,2026-08-26 02:45:00,2026-08-28 16:45:00
INC03596,INC-SOC-103596,ORG00897,Phishing Campaign,Critical,Closed,Potential compromise identified.,2026-09-06 20:33:00,2026-09-08 21:33:00
INC03597,INC-SOC-103597,ORG00431,Malware Infection,High,Resolved,Security control deviation detected.,2026-08-08 09:10:00,2026-08-10 10:10:00
INC03598,INC-SOC-103598,ORG00839,Malware Infection,Medium,Resolved,Malicious activity detected across telemetry.,2026-08-17 19:03:00,2026-08-18 20:03:00
INC03599,INC-SOC-103599,ORG00635,Malware Infection,Critical,Resolved,Potential compromise identified.,2026-08-23 13:48:00,2026-08-25 02:48:00
INC03600,INC-SOC-103600,ORG00406,Phishing Campaign,High,Resolved,Multiple suspicious events correlated.,2026-08-12 08:25:00,2026-08-12 11:25:00
INC03601,INC-SOC-103601,ORG00297,Data Exfiltration,High,Closed,Malicious activity detected across telemetry.,2026-08-10 16:08:00,2026-08-13 16:08:00
INC03602,INC-SOC-103602,ORG00675,Malware Infection,Medium,Resolved,Potential compromise identified.,2026-08-24 20:07:00,2026-08-26 18:07:00
INC03603,INC-SOC-103603,ORG00113,Credential Attack,High,Resolved,Multiple suspicious events correlated.,2026-09-07 19:28:00,2026-09-08 01:28:00
INC03604,INC-SOC-103604,ORG00094,Phishing Campaign,High,Resolved,Multiple suspicious events correlated.,2026-09-08 11:12:00,2026-09-08 22:12:00
INC03605,INC-SOC-103605,ORG00252,Phishing Campaign,Critical,Resolved,Malicious activity detected across telemetry.,2026-08-20 20:01:00,2026-08-21 18:01:00
INC03606,INC-SOC-103606,ORG00118,Credential Attack,Critical,Resolved,Potential compromise identified.,2026-08-05 20:38:00,2026-08-06 15:38:00
INC03607,INC-SOC-103607,ORG00685,Malware Infection,Medium,Resolved,Malicious activity detected across telemetry.,2026-08-05 15:15:00,2026-08-08 03:15:00
INC03608,INC-SOC-103608,ORG00631,Credential Attack,Medium,Investigating,Malicious activity detected across telemetry.,2026-08-11 03:05:00,
INC03609,INC-SOC-103609,ORG00485,Malware Infection,Low,Closed,Malicious activity detected across telemetry.,2026-08-15 19:41:00,2026-08-16 19:41:00
INC03610,INC-SOC-103610,ORG00840,Malware Infection,Critical,Resolved,Malicious activity detected across telemetry.,2026-08-19 04:28:00,2026-08-21 23:28:00
INC03611,INC-SOC-103611,ORG00712,Data Exfiltration,Medium,Closed,Malicious activity detected across telemetry.,2026-08-10 19:31:00,2026-08-13 19:31:00
INC03612,INC-SOC-103612,ORG00489,Malware Infection,Medium,Closed,Malicious activity detected across telemetry.,2026-09-05 19:07:00,2026-09-07 12:07:00
INC03613,INC-SOC-103613,ORG00020,Suspicious Network Activity,Medium,Investigating,Malicious activity detected across telemetry.,2026-08-11 03:57:00,
INC03614,INC-SOC-103614,ORG00701,Privilege Escalation,Low,Resolved,Malicious activity detected across telemetry.,2026-09-08 20:49:00,2026-09-10 17:49:00
INC03615,INC-SOC-103615,ORG00896,Privilege Escalation,High,Resolved,Malicious activity detected across telemetry.,2026-08-19 23:22:00,2026-08-21 17:22:00
INC03616,INC-SOC-103616,ORG00565,Privilege Escalation,Critical,Closed,Security control deviation detected.,2026-08-30 09:08:00,2026-09-02 07:08:00
INC03617,INC-SOC-103617,ORG00765,Privilege Escalation,Medium,Resolved,Multiple suspicious events correlated.,2026-09-05 01:41:00,2026-09-05 20:41:00
INC03618,INC-SOC-103618,ORG00219,Phishing Campaign,High,Resolved,Malicious activity detected across telemetry.,2026-09-05 11:47:00,2026-09-05 15:47:00
INC03619,INC-SOC-103619,ORG00927,Phishing Campaign,Critical,Closed,Multiple suspicious events correlated.,2026-08-07 22:03:00,2026-08-10 17:03:00
INC03620,INC-SOC-103620,ORG00549,Data Exfiltration,High,Closed,Security control deviation detected.,2026-08-22 06:53:00,2026-08-24 13:53:00
INC03621,INC-SOC-103621,ORG00248,Privilege Escalation,Medium,Resolved,Malicious activity detected across telemetry.,2026-08-20 23:55:00,2026-08-21 15:55:00
INC03622,INC-SOC-103622,ORG00925,Data Exfiltration,Medium,Resolved,Malicious activity detected across telemetry.,2026-08-15 12:01:00,2026-08-16 11:01:00
INC03623,INC-SOC-103623,ORG00120,Privilege Escalation,Low,Resolved,Multiple suspicious events correlated.,2026-08-22 22:21:00,2026-08-24 03:21:00
INC03624,INC-SOC-103624,ORG00240,Data Exfiltration,Low,Closed,Multiple suspicious events correlated.,2026-08-16 15:43:00,2026-08-17 16:43:00
INC03625,INC-SOC-103625,ORG00950,Data Exfiltration,Medium,Resolved,Potential compromise identified.,2026-08-30 01:02:00,2026-09-01 22:02:00
INC03626,INC-SOC-103626,ORG00830,Credential Attack,High,Resolved,Security control deviation detected.,2026-08-02 09:35:00,2026-08-03 18:35:00
INC03627,INC-SOC-103627,ORG00014,Credential Attack,Medium,Closed,Multiple suspicious events correlated.,2026-08-22 21:14:00,2026-08-22 23:14:00
INC03628,INC-SOC-103628,ORG00374,Suspicious Network Activity,Low,Investigating,Multiple suspicious events correlated.,2026-09-04 22:54:00,
INC03629,INC-SOC-103629,ORG00748,Privilege Escalation,Low,Closed,Potential compromise identified.,2026-09-03 23:38:00,2026-09-04 18:38:00
