alert_id,external_id,organization_id,asset_id,analyst_id,alert_type,severity,status,created_at,closed_at,closure_time_minutes,investigation_notes,evidence_reviewed,escalated,false_positive,incident_id
ALT06215,SIEM-906215,ORG00383,AST23308,AN10293,Malware,High,Closed,2026-08-21 07:47:00,2026-08-21 08:06:00,19,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT06216,SIEM-906216,ORG00516,AST23010,AN24015,Privilege Escalation,High,Closed,2026-08-26 22:58:00,2026-08-26 23:27:00,29,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06217,SIEM-906217,ORG00653,AST13558,AN02944,Phishing,Medium,Closed,2026-08-05 11:58:00,2026-08-05 12:30:00,32,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT06218,SIEM-906218,ORG00022,AST03040,AN01048,Phishing,Medium,Closed,2026-08-16 00:20:00,2026-08-16 00:42:00,22,Investigated user activity and historical baseline.,Yes,No,No,
ALT06219,SIEM-906219,ORG00027,AST07362,AN06793,Malware,Low,Closed,2026-08-06 08:21:00,2026-08-06 08:56:00,35,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT06220,SIEM-906220,ORG00576,AST20363,AN04952,Malware,Critical,Closed,2026-09-05 07:33:00,2026-09-05 08:23:00,50,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06221,SIEM-906221,ORG00126,AST05967,AN06892,Brute Force,High,Closed,2026-08-29 17:56:00,2026-08-29 18:21:00,25,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT06222,SIEM-906222,ORG00584,AST17037,AN15353,Phishing,High,Closed,2026-08-01 21:42:00,2026-08-01 22:33:00,51,Reviewed authentication logs and source IP.,Yes,No,Yes,
ALT06223,SIEM-906223,ORG00555,AST01818,AN09251,Malware,High,Escalated,2026-09-02 01:23:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC06223
ALT06224,SIEM-906224,ORG00543,AST09953,AN11367,Malware,Low,Closed,2026-08-15 04:58:00,2026-08-15 05:04:00,6,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06225,SIEM-906225,ORG00757,AST20994,AN23047,Port Scan,Medium,Closed,2026-08-23 21:17:00,2026-08-23 21:42:00,25,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT06226,SIEM-906226,ORG00116,AST13472,AN16867,Anomalous Process,High,Closed,2026-08-25 18:47:00,2026-08-25 19:07:00,20,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06227,SIEM-906227,ORG00609,AST15377,AN19890,Malware,Low,Closed,2026-08-14 02:50:00,2026-08-14 03:41:00,51,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06228,SIEM-906228,ORG00912,AST17285,AN19903,Brute Force,Critical,Closed,2026-08-27 15:01:00,2026-08-27 15:12:00,11,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06229,SIEM-906229,ORG00611,AST13980,AN04889,Phishing,High,Open,2026-08-26 17:37:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06230,SIEM-906230,ORG00781,AST10333,AN13725,Anomalous Process,Critical,Escalated,2026-08-01 07:21:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,INC06230
ALT06231,SIEM-906231,ORG00453,AST23825,AN10365,Impossible Travel,Low,Escalated,2026-08-11 03:48:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,INC06231
ALT06232,SIEM-906232,ORG00324,AST10490,AN19172,Port Scan,High,Closed,2026-08-09 21:01:00,2026-08-09 21:35:00,34,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06233,SIEM-906233,ORG00408,AST23054,AN10113,Brute Force,Medium,Investigating,2026-09-07 00:53:00,,,Investigated user activity and historical baseline.,Yes,No,No,
ALT06234,SIEM-906234,ORG00254,AST04171,AN15318,Ransomware,Medium,Closed,2026-08-24 20:22:00,2026-08-24 20:36:00,14,Investigated user activity and historical baseline.,No,No,No,
ALT06235,SIEM-906235,ORG00057,AST12171,AN18781,Suspicious Login,Low,Escalated,2026-09-06 17:41:00,,,Investigated user activity and historical baseline.,No,Yes,No,INC06235
ALT06236,SIEM-906236,ORG00831,AST10362,AN18876,Port Scan,Low,Escalated,2026-08-17 19:00:00,,,Reviewed authentication logs and source IP.,No,Yes,No,INC06236
ALT06237,SIEM-906237,ORG00700,AST22641,AN11114,Port Scan,Critical,Escalated,2026-08-05 12:12:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,INC06237
ALT06238,SIEM-906238,ORG00037,AST10827,AN18942,Suspicious Login,Low,Closed,2026-08-20 16:15:00,2026-08-20 16:47:00,32,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06239,SIEM-906239,ORG00791,AST18824,AN10316,Impossible Travel,Medium,Closed,2026-08-04 04:22:00,2026-08-04 04:57:00,35,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06240,SIEM-906240,ORG00168,AST00779,AN16968,Data Exfiltration,Critical,Closed,2026-08-19 00:23:00,2026-08-19 01:03:00,40,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,INC06240
ALT06241,SIEM-906241,ORG00296,AST13901,AN12497,Anomalous Process,Low,Escalated,2026-08-10 17:16:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC06241
ALT06242,SIEM-906242,ORG00158,AST23334,AN08859,Port Scan,Low,Closed,2026-09-07 07:50:00,2026-09-07 08:03:00,13,Investigated user activity and historical baseline.,Yes,No,No,
ALT06243,SIEM-906243,ORG00422,AST12243,AN17086,Ransomware,Low,Closed,2026-08-21 06:47:00,2026-08-21 07:13:00,26,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06244,SIEM-906244,ORG00220,AST00008,AN16563,Suspicious Login,Medium,Closed,2026-09-02 10:20:00,2026-09-02 10:44:00,24,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06245,SIEM-906245,ORG00192,AST00429,AN15574,Phishing,Critical,Escalated,2026-08-02 23:50:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC06245
ALT06246,SIEM-906246,ORG00911,AST00613,AN04968,Ransomware,Medium,Investigating,2026-08-01 09:56:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06247,SIEM-906247,ORG00885,AST01946,AN18969,Brute Force,Low,Closed,2026-08-18 04:31:00,2026-08-18 05:14:00,43,Reviewed authentication logs and source IP.,Yes,No,Yes,
ALT06248,SIEM-906248,ORG00515,AST12547,AN11569,Port Scan,Low,Closed,2026-08-16 04:46:00,2026-08-16 06:15:00,89,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06249,SIEM-906249,ORG00879,AST19422,AN19915,Privilege Escalation,Medium,Closed,2026-09-05 07:43:00,2026-09-05 07:52:00,9,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06250,SIEM-906250,ORG00249,AST07438,AN00711,Privilege Escalation,Medium,Closed,2026-08-05 02:01:00,2026-08-05 02:54:00,53,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06251,SIEM-906251,ORG00498,AST22249,AN13687,Data Exfiltration,Medium,Closed,2026-09-03 01:00:00,2026-09-03 01:39:00,39,Investigated user activity and historical baseline.,Yes,No,No,
ALT06252,SIEM-906252,ORG00980,AST16696,AN18089,Port Scan,Medium,Closed,2026-08-20 18:56:00,2026-08-20 19:27:00,31,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06253,SIEM-906253,ORG00566,AST11145,AN05810,Phishing,Critical,Closed,2026-08-18 20:24:00,2026-08-18 20:43:00,19,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06254,SIEM-906254,ORG00511,AST19051,AN06585,Impossible Travel,Medium,Closed,2026-08-13 16:09:00,2026-08-13 16:25:00,16,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06255,SIEM-906255,ORG00733,AST19494,AN17483,Data Exfiltration,Low,Closed,2026-09-01 15:55:00,2026-09-01 16:26:00,31,Investigated user activity and historical baseline.,No,Yes,No,
ALT06256,SIEM-906256,ORG00044,AST14576,AN20224,Data Exfiltration,Medium,Open,2026-08-05 14:06:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06257,SIEM-906257,ORG00982,AST07376,AN19167,Port Scan,High,Closed,2026-08-03 23:16:00,2026-08-03 23:37:00,21,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06258,SIEM-906258,ORG00194,AST05611,AN23362,Impossible Travel,Low,Closed,2026-08-06 13:22:00,2026-08-06 13:57:00,35,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT06259,SIEM-906259,ORG00910,AST04781,AN05631,Data Exfiltration,Medium,Closed,2026-08-18 06:10:00,2026-08-18 06:39:00,29,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06260,SIEM-906260,ORG00489,AST05272,AN01890,Phishing,Low,Open,2026-09-05 17:04:00,,,Investigated user activity and historical baseline.,Yes,No,No,
ALT06261,SIEM-906261,ORG00631,AST09229,AN24649,Suspicious Login,Low,Closed,2026-08-08 10:29:00,2026-08-08 11:08:00,39,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06262,SIEM-906262,ORG00080,AST09225,AN22229,Suspicious Login,Medium,Closed,2026-08-01 13:58:00,2026-08-01 14:44:00,46,Investigated user activity and historical baseline.,No,No,No,
ALT06263,SIEM-906263,ORG00920,AST03915,AN21966,Ransomware,High,Closed,2026-08-20 07:00:00,2026-08-20 07:19:00,19,Reviewed authentication logs and source IP.,No,No,Yes,
ALT06264,SIEM-906264,ORG00351,AST22957,AN09819,Impossible Travel,Low,Closed,2026-09-09 04:09:00,2026-09-09 04:16:00,7,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06265,SIEM-906265,ORG00719,AST00143,AN16385,Data Exfiltration,Critical,Open,2026-08-20 12:17:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06266,SIEM-906266,ORG00407,AST03835,AN05042,Anomalous Process,Medium,Closed,2026-08-02 07:34:00,2026-08-02 07:55:00,21,Reviewed authentication logs and source IP.,No,No,No,
ALT06267,SIEM-906267,ORG00702,AST16183,AN00546,Ransomware,High,Closed,2026-08-01 20:12:00,2026-08-01 20:41:00,29,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06268,SIEM-906268,ORG00303,AST22993,AN15678,Brute Force,Low,Closed,2026-09-09 22:48:00,2026-09-09 23:02:00,14,Investigated user activity and historical baseline.,No,No,No,
ALT06269,SIEM-906269,ORG00693,AST23171,AN05989,Brute Force,Medium,Closed,2026-08-03 18:29:00,2026-08-03 18:44:00,15,Investigated user activity and historical baseline.,Yes,No,No,
ALT06270,SIEM-906270,ORG00900,AST18480,AN17849,Ransomware,Low,Closed,2026-08-29 05:54:00,2026-08-29 06:04:00,10,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06271,SIEM-906271,ORG00911,AST04176,AN21521,Brute Force,Medium,Closed,2026-08-22 15:25:00,2026-08-22 15:31:00,6,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT06272,SIEM-906272,ORG00646,AST07835,AN20456,Malware,Low,Closed,2026-08-21 14:41:00,2026-08-21 15:08:00,27,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06273,SIEM-906273,ORG00460,AST13491,AN24906,Brute Force,High,Closed,2026-08-28 12:09:00,2026-08-28 12:52:00,43,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06274,SIEM-906274,ORG00878,AST10936,AN24943,Privilege Escalation,Medium,Closed,2026-08-13 09:19:00,2026-08-13 10:06:00,47,Reviewed authentication logs and source IP.,No,Yes,No,
ALT06275,SIEM-906275,ORG00240,AST12347,AN11982,Port Scan,Medium,Closed,2026-08-18 15:13:00,2026-08-18 15:46:00,33,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT06276,SIEM-906276,ORG00548,AST12030,AN04649,Suspicious Login,High,Escalated,2026-08-11 01:01:00,,,Reviewed authentication logs and source IP.,No,Yes,Yes,INC06276
ALT06277,SIEM-906277,ORG00195,AST02388,AN16594,Suspicious Login,High,Closed,2026-08-29 02:35:00,2026-08-29 03:03:00,28,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06278,SIEM-906278,ORG00775,AST10755,AN13468,Impossible Travel,Low,Escalated,2026-08-23 07:39:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,INC06278
ALT06279,SIEM-906279,ORG00909,AST11169,AN02155,Port Scan,Low,Closed,2026-08-06 12:46:00,2026-08-06 13:10:00,24,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06280,SIEM-906280,ORG00090,AST24469,AN17274,Malware,Low,Closed,2026-08-27 23:29:00,2026-08-27 23:47:00,18,Investigated user activity and historical baseline.,Yes,No,No,
ALT06281,SIEM-906281,ORG00789,AST10994,AN17590,Port Scan,Medium,Closed,2026-08-16 06:07:00,2026-08-16 07:53:00,106,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06282,SIEM-906282,ORG00788,AST20247,AN21677,Suspicious Login,Low,Closed,2026-08-25 06:03:00,2026-08-25 06:22:00,19,Investigated user activity and historical baseline.,No,No,No,
ALT06283,SIEM-906283,ORG00004,AST09684,AN20500,Malware,Medium,Closed,2026-08-13 04:54:00,2026-08-13 05:13:00,19,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06284,SIEM-906284,ORG00503,AST06093,AN17551,Data Exfiltration,Critical,Closed,2026-08-04 23:55:00,2026-08-04 23:59:00,4,Investigated user activity and historical baseline.,No,No,No,
ALT06285,SIEM-906285,ORG00191,AST04171,AN05778,Privilege Escalation,Low,Closed,2026-09-03 08:21:00,2026-09-03 09:12:00,51,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06286,SIEM-906286,ORG00725,AST05638,AN12185,Port Scan,Medium,Investigating,2026-08-29 09:04:00,,,Reviewed authentication logs and source IP.,No,No,Yes,
ALT06287,SIEM-906287,ORG00512,AST04940,AN10951,Privilege Escalation,High,Closed,2026-08-23 03:59:00,2026-08-23 04:44:00,45,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06288,SIEM-906288,ORG00045,AST16733,AN14762,Malware,Low,Closed,2026-08-28 07:04:00,2026-08-28 07:53:00,49,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06289,SIEM-906289,ORG00749,AST11418,AN14516,Anomalous Process,Medium,Closed,2026-09-08 13:33:00,2026-09-08 13:50:00,17,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06290,SIEM-906290,ORG00342,AST00564,AN01620,Privilege Escalation,Medium,Closed,2026-08-23 11:08:00,2026-08-23 11:45:00,37,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06291,SIEM-906291,ORG00199,AST06305,AN19445,Malware,Medium,Closed,2026-09-07 06:33:00,2026-09-07 07:24:00,51,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT06292,SIEM-906292,ORG00368,AST15349,AN10181,Suspicious Login,High,Closed,2026-09-02 21:36:00,2026-09-02 21:50:00,14,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06293,SIEM-906293,ORG00981,AST05474,AN14093,Anomalous Process,Low,Escalated,2026-08-11 03:54:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,INC06293
ALT06294,SIEM-906294,ORG00682,AST23010,AN20274,Suspicious Login,Low,Closed,2026-09-09 03:52:00,2026-09-09 05:06:00,74,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06295,SIEM-906295,ORG00299,AST07584,AN19289,Data Exfiltration,Low,Escalated,2026-08-11 16:28:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,INC06295
ALT06296,SIEM-906296,ORG00216,AST06928,AN06750,Data Exfiltration,High,Escalated,2026-08-22 08:46:00,,,Checked endpoint telemetry and correlated network events.,No,Yes,No,INC06296
ALT06297,SIEM-906297,ORG00467,AST16672,AN03259,Data Exfiltration,Medium,Closed,2026-09-03 02:25:00,2026-09-03 02:40:00,15,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT06298,SIEM-906298,ORG00708,AST08769,AN20985,Port Scan,Low,Open,2026-08-21 01:58:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06299,SIEM-906299,ORG00444,AST23738,AN04225,Phishing,Medium,Closed,2026-08-20 21:57:00,2026-08-20 22:39:00,42,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06300,SIEM-906300,ORG00979,AST10086,AN20495,Phishing,Low,Closed,2026-08-08 01:34:00,2026-08-08 02:11:00,37,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06301,SIEM-906301,ORG00256,AST21684,AN11959,Data Exfiltration,Critical,Closed,2026-09-08 17:21:00,2026-09-08 17:37:00,16,Reviewed authentication logs and source IP.,Yes,Yes,No,INC06301
ALT06302,SIEM-906302,ORG00972,AST05415,AN10872,Brute Force,High,Closed,2026-08-08 10:54:00,2026-08-08 10:58:00,4,Reviewed alert.,No,No,No,
ALT06303,SIEM-906303,ORG00738,AST20912,AN14476,Brute Force,Medium,Closed,2026-08-31 16:53:00,2026-08-31 19:03:00,130,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT06304,SIEM-906304,ORG00415,AST24550,AN09107,Data Exfiltration,Low,Investigating,2026-08-11 03:12:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06305,SIEM-906305,ORG00090,AST08010,AN22961,Suspicious Login,High,Closed,2026-08-11 21:27:00,2026-08-11 22:41:00,74,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06306,SIEM-906306,ORG00058,AST04239,AN00927,Suspicious Login,Medium,Closed,2026-08-29 03:31:00,2026-08-29 05:37:00,126,Investigated user activity and historical baseline.,No,No,No,
ALT06307,SIEM-906307,ORG00514,AST21808,AN23584,Ransomware,Medium,Closed,2026-09-05 10:50:00,2026-09-05 11:21:00,31,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06308,SIEM-906308,ORG00737,AST22497,AN12888,Suspicious Login,Low,Closed,2026-08-09 07:57:00,2026-08-09 08:17:00,20,Investigated user activity and historical baseline.,No,Yes,No,
ALT06309,SIEM-906309,ORG00081,AST18504,AN15120,Port Scan,Medium,Closed,2026-08-28 21:44:00,2026-08-28 22:15:00,31,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06310,SIEM-906310,ORG00524,AST03958,AN06922,Phishing,Low,Closed,2026-09-01 21:03:00,2026-09-01 21:35:00,32,Investigated user activity and historical baseline.,No,No,No,
ALT06311,SIEM-906311,ORG00304,AST06745,AN10688,Phishing,Medium,Investigating,2026-08-10 18:27:00,,,Investigated user activity and historical baseline.,Yes,No,No,
ALT06312,SIEM-906312,ORG00694,AST21134,AN07631,Anomalous Process,Medium,Closed,2026-09-01 18:49:00,2026-09-01 19:53:00,64,Investigated user activity and historical baseline.,Yes,Yes,Yes,
ALT06313,SIEM-906313,ORG00697,AST05200,AN13135,Anomalous Process,Low,Closed,2026-09-09 15:39:00,2026-09-09 15:48:00,9,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06314,SIEM-906314,ORG00649,AST04637,AN09064,Data Exfiltration,Medium,Escalated,2026-09-09 06:21:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,INC06314
ALT06315,SIEM-906315,ORG00907,AST06719,AN04127,Anomalous Process,Medium,Investigating,2026-08-16 22:08:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06316,SIEM-906316,ORG00210,AST08809,AN17095,Anomalous Process,Medium,Closed,2026-09-07 20:46:00,2026-09-07 20:54:00,8,Reviewed authentication logs and source IP.,No,No,No,
ALT06317,SIEM-906317,ORG00460,AST07049,AN17188,Brute Force,High,Closed,2026-08-17 04:14:00,2026-08-17 05:01:00,47,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06318,SIEM-906318,ORG00193,AST01517,AN06348,Privilege Escalation,High,Escalated,2026-08-31 21:08:00,,,Investigated user activity and historical baseline.,No,Yes,Yes,INC06318
ALT06319,SIEM-906319,ORG00646,AST24541,AN24693,Ransomware,Medium,Escalated,2026-09-02 04:31:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,INC06319
ALT06320,SIEM-906320,ORG00505,AST08571,AN07692,Privilege Escalation,Critical,Closed,2026-08-10 00:59:00,2026-08-10 01:23:00,24,Investigated user activity and historical baseline.,Yes,No,No,
ALT06321,SIEM-906321,ORG00138,AST06292,AN12527,Impossible Travel,Low,Closed,2026-09-05 13:04:00,2026-09-05 14:06:00,62,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06322,SIEM-906322,ORG00230,AST05898,AN22989,Ransomware,Low,Closed,2026-08-21 22:06:00,2026-08-21 22:16:00,10,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06323,SIEM-906323,ORG00091,AST12674,AN06886,Ransomware,Low,Closed,2026-08-16 06:48:00,2026-08-16 08:07:00,79,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06324,SIEM-906324,ORG00327,AST17144,AN04746,Privilege Escalation,Medium,Closed,2026-09-09 18:19:00,2026-09-09 18:56:00,37,Investigated user activity and historical baseline.,No,No,No,
ALT06325,SIEM-906325,ORG00104,AST15255,AN08975,Impossible Travel,High,Closed,2026-08-22 20:15:00,2026-08-22 21:15:00,60,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT06326,SIEM-906326,ORG00088,AST08419,AN21793,Malware,Low,Closed,2026-08-17 15:37:00,2026-08-17 15:47:00,10,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06327,SIEM-906327,ORG00890,AST06589,AN01682,Malware,Low,Closed,2026-08-31 10:32:00,2026-08-31 10:40:00,8,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06328,SIEM-906328,ORG00766,AST06328,AN20574,Phishing,Low,Closed,2026-08-05 05:13:00,2026-08-05 05:48:00,35,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06329,SIEM-906329,ORG00586,AST16437,AN15276,Ransomware,Medium,Closed,2026-09-09 04:06:00,2026-09-09 04:40:00,34,Investigated user activity and historical baseline.,Yes,Yes,Yes,
ALT06330,SIEM-906330,ORG00089,AST24695,AN16584,Brute Force,Low,Closed,2026-08-28 12:33:00,2026-08-28 13:08:00,35,Validated detection against SIEM and endpoint evidence.,Yes,No,Yes,
ALT06331,SIEM-906331,ORG00206,AST02301,AN24544,Malware,High,Open,2026-09-04 10:29:00,,,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT06332,SIEM-906332,ORG00569,AST22386,AN23427,Port Scan,High,Closed,2026-08-20 09:18:00,2026-08-20 09:49:00,31,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06333,SIEM-906333,ORG00181,AST13945,AN02500,Suspicious Login,Medium,Closed,2026-08-07 07:53:00,2026-08-07 08:00:00,7,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06334,SIEM-906334,ORG00537,AST22729,AN08316,Ransomware,Medium,Open,2026-08-30 03:00:00,,,Reviewed authentication logs and source IP.,No,No,No,
ALT06335,SIEM-906335,ORG00236,AST04325,AN04321,Privilege Escalation,Critical,Closed,2026-08-19 16:41:00,2026-08-19 17:17:00,36,Reviewed authentication logs and source IP.,No,Yes,No,
ALT06336,SIEM-906336,ORG00204,AST20728,AN23687,Brute Force,High,Closed,2026-08-29 00:30:00,2026-08-29 01:24:00,54,Reviewed authentication logs and source IP.,No,No,No,
ALT06337,SIEM-906337,ORG00663,AST22828,AN14299,Ransomware,Medium,Closed,2026-08-25 13:39:00,2026-08-25 14:28:00,49,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06338,SIEM-906338,ORG00814,AST13784,AN08631,Ransomware,Medium,Escalated,2026-09-08 06:02:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,INC06338
ALT06339,SIEM-906339,ORG00901,AST12484,AN08572,Port Scan,Low,Closed,2026-08-24 21:16:00,2026-08-24 21:25:00,9,Investigated user activity and historical baseline.,Yes,No,No,
ALT06340,SIEM-906340,ORG00561,AST13056,AN02773,Data Exfiltration,Medium,Closed,2026-09-04 20:20:00,2026-09-04 20:33:00,13,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06341,SIEM-906341,ORG00498,AST13891,AN00679,Anomalous Process,High,Closed,2026-08-11 17:27:00,2026-08-11 17:55:00,28,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT06342,SIEM-906342,ORG00747,AST01110,AN24522,Suspicious Login,Medium,Closed,2026-08-03 07:12:00,2026-08-03 07:45:00,33,Investigated user activity and historical baseline.,Yes,No,No,
ALT06343,SIEM-906343,ORG00064,AST02602,AN06578,Ransomware,High,Closed,2026-08-15 22:26:00,2026-08-15 22:50:00,24,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06344,SIEM-906344,ORG00609,AST06407,AN04865,Privilege Escalation,Medium,Open,2026-08-12 01:57:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06345,SIEM-906345,ORG00013,AST14377,AN06840,Malware,Medium,Closed,2026-08-19 14:41:00,2026-08-19 15:01:00,20,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06346,SIEM-906346,ORG00113,AST01312,AN00219,Impossible Travel,High,Escalated,2026-08-08 01:15:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,INC06346
ALT06347,SIEM-906347,ORG00609,AST00919,AN19983,Malware,Low,Escalated,2026-08-19 09:59:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC06347
ALT06348,SIEM-906348,ORG00243,AST00278,AN12893,Malware,Low,Closed,2026-09-08 22:38:00,2026-09-08 22:49:00,11,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06349,SIEM-906349,ORG00894,AST15513,AN03555,Malware,Medium,Closed,2026-08-06 06:05:00,2026-08-06 06:45:00,40,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06350,SIEM-906350,ORG00131,AST08911,AN23518,Privilege Escalation,Low,Open,2026-09-04 18:47:00,,,Checked endpoint telemetry and correlated network events.,No,No,Yes,
ALT06351,SIEM-906351,ORG00867,AST08573,AN01931,Privilege Escalation,Medium,Open,2026-08-14 14:55:00,,,Reviewed authentication logs and source IP.,No,Yes,No,
ALT06352,SIEM-906352,ORG00026,AST08285,AN10171,Ransomware,High,Closed,2026-08-12 19:10:00,2026-08-12 19:33:00,23,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06353,SIEM-906353,ORG00720,AST01145,AN00995,Port Scan,Medium,Open,2026-09-01 12:57:00,,,Investigated user activity and historical baseline.,No,Yes,No,
ALT06354,SIEM-906354,ORG00547,AST22405,AN10444,Anomalous Process,Low,Escalated,2026-08-22 23:46:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC06354
ALT06355,SIEM-906355,ORG00390,AST06449,AN17639,Suspicious Login,Medium,Closed,2026-08-18 09:48:00,2026-08-18 10:27:00,39,Reviewed authentication logs and source IP.,No,Yes,No,
ALT06356,SIEM-906356,ORG00524,AST17471,AN03024,Anomalous Process,Medium,Closed,2026-09-01 05:08:00,2026-09-01 05:35:00,27,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT06357,SIEM-906357,ORG00590,AST14314,AN18323,Privilege Escalation,Medium,Closed,2026-08-28 11:30:00,2026-08-28 12:11:00,41,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06358,SIEM-906358,ORG00654,AST00535,AN23412,Ransomware,High,Investigating,2026-08-18 05:38:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
